Date,Product,Dispensation
2020-04-29,Paracetamol,499
2020-04-30,Paracetamol,524
2020-05-01,Paracetamol,515
2020-05-02,Paracetamol,517
2020-05-03,Paracetamol,545
2020-05-04,Paracetamol,462
2020-05-05,Paracetamol,506
2020-05-06,Paracetamol,494
2020-05-07,Paracetamol,494
2020-05-08,Paracetamol,457
2020-05-09,Paracetamol,479
2020-05-10,Paracetamol,465
2020-05-11,Paracetamol,508
2020-05-12,Paracetamol,469
2020-05-13,Paracetamol,546
2020-05-14,Paracetamol,471
2020-05-15,Paracetamol,517
2020-05-16,Paracetamol,510
2020-05-17,Paracetamol,490
2020-05-18,Paracetamol,484
2020-05-19,Paracetamol,539
2020-05-20,Paracetamol,455
2020-05-21,Paracetamol,465
2020-05-22,Paracetamol,492
2020-05-23,Paracetamol,479
2020-05-24,Paracetamol,520
2020-05-25,Paracetamol,482
2020-05-26,Paracetamol,466
2020-05-27,Paracetamol,475
2020-05-28,Paracetamol,485
2020-05-29,Paracetamol,490
2020-05-30,Paracetamol,517
2020-05-31,Paracetamol,467
2020-06-01,Paracetamol,491
2020-06-02,Paracetamol,482
2020-06-03,Paracetamol,465
2020-06-04,Paracetamol,485
2020-06-05,Paracetamol,497
2020-06-06,Paracetamol,470
2020-06-07,Paracetamol,526
2020-06-08,Paracetamol,531
2020-06-09,Paracetamol,468
2020-06-10,Paracetamol,530
2020-06-11,Paracetamol,501
2020-06-12,Paracetamol,520
2020-06-13,Paracetamol,457
2020-06-14,Paracetamol,461
2020-06-15,Paracetamol,489
2020-06-16,Paracetamol,511
2020-06-17,Paracetamol,532
2020-06-18,Paracetamol,532
2020-06-19,Paracetamol,494
2020-06-20,Paracetamol,511
2020-06-21,Paracetamol,475
2020-06-22,Paracetamol,497
2020-06-23,Paracetamol,466
2020-06-24,Paracetamol,470
2020-06-25,Paracetamol,511
2020-06-26,Paracetamol,519
2020-06-27,Paracetamol,483
2020-06-28,Paracetamol,518
2020-06-29,Paracetamol,477
2020-06-30,Paracetamol,535
2020-07-01,Paracetamol,547
2020-07-02,Paracetamol,454
2020-07-03,Paracetamol,464
2020-07-04,Paracetamol,475
2020-07-05,Paracetamol,536
2020-07-06,Paracetamol,477
2020-07-07,Paracetamol,487
2020-07-08,Paracetamol,549
2020-07-09,Paracetamol,478
2020-07-10,Paracetamol,469
2020-07-11,Paracetamol,467
2020-07-12,Paracetamol,490
2020-07-13,Paracetamol,453
2020-07-14,Paracetamol,543
2020-07-15,Paracetamol,462
2020-07-16,Paracetamol,466
2020-07-17,Paracetamol,544
2020-07-18,Paracetamol,495
2020-07-19,Paracetamol,488
2020-07-20,Paracetamol,503
2020-07-21,Paracetamol,530
2020-07-22,Paracetamol,455
2020-07-23,Paracetamol,515
2020-07-24,Paracetamol,495
2020-07-25,Paracetamol,468
2020-07-26,Paracetamol,534
2020-07-27,Paracetamol,513
2020-07-28,Paracetamol,532
2020-07-29,Paracetamol,542
2020-07-30,Paracetamol,467
2020-07-31,Paracetamol,541
2020-08-01,Paracetamol,545
2020-08-02,Paracetamol,456
2020-08-03,Paracetamol,474
2020-08-04,Paracetamol,469
2020-08-05,Paracetamol,512
2020-08-06,Paracetamol,494
2020-08-07,Paracetamol,534
2020-08-08,Paracetamol,465
2020-08-09,Paracetamol,529
2020-08-10,Paracetamol,481
2020-08-11,Paracetamol,511
2020-08-12,Paracetamol,492
2020-08-13,Paracetamol,487
2020-08-14,Paracetamol,455
2020-08-15,Paracetamol,477
2020-08-16,Paracetamol,478
2020-08-17,Paracetamol,512
2020-08-18,Paracetamol,465
2020-08-19,Paracetamol,540
2020-08-20,Paracetamol,463
2020-08-21,Paracetamol,461
2020-08-22,Paracetamol,452
2020-08-23,Paracetamol,456
2020-08-24,Paracetamol,465
2020-08-25,Paracetamol,469
2020-08-26,Paracetamol,514
2020-08-27,Paracetamol,536
2020-08-28,Paracetamol,472
2020-08-29,Paracetamol,498
2020-08-30,Paracetamol,546
2020-08-31,Paracetamol,516
2020-09-01,Paracetamol,451
2020-09-02,Paracetamol,473
2020-09-03,Paracetamol,538
2020-09-04,Paracetamol,540
2020-09-05,Paracetamol,473
2020-09-06,Paracetamol,529
2020-09-07,Paracetamol,475
2020-09-08,Paracetamol,492
2020-09-09,Paracetamol,464
2020-09-10,Paracetamol,501
2020-09-11,Paracetamol,496
2020-09-12,Paracetamol,520
2020-09-13,Paracetamol,521
2020-09-14,Paracetamol,513
2020-09-15,Paracetamol,452
2020-09-16,Paracetamol,502
2020-09-17,Paracetamol,476
2020-09-18,Paracetamol,458
2020-09-19,Paracetamol,473
2020-09-20,Paracetamol,505
2020-09-21,Paracetamol,478
2020-09-22,Paracetamol,531
2020-09-23,Paracetamol,455
2020-09-24,Paracetamol,457
2020-09-25,Paracetamol,502
2020-09-26,Paracetamol,516
2020-09-27,Paracetamol,527
2020-09-28,Paracetamol,503
2020-09-29,Paracetamol,452
2020-09-30,Paracetamol,532
2020-10-01,Paracetamol,525
2020-10-02,Paracetamol,521
2020-10-03,Paracetamol,529
2020-10-04,Paracetamol,466
2020-10-05,Paracetamol,476
2020-10-06,Paracetamol,463
2020-10-07,Paracetamol,491
2020-10-08,Paracetamol,512
2020-10-09,Paracetamol,516
2020-10-10,Paracetamol,464
2020-10-11,Paracetamol,494
2020-10-12,Paracetamol,544
2020-10-13,Paracetamol,532
2020-10-14,Paracetamol,466
2020-10-15,Paracetamol,500
2020-10-16,Paracetamol,462
2020-10-17,Paracetamol,456
2020-10-18,Paracetamol,511
2020-10-19,Paracetamol,503
2020-10-20,Paracetamol,470
2020-10-21,Paracetamol,456
2020-10-22,Paracetamol,528
2020-10-23,Paracetamol,549
2020-10-24,Paracetamol,502
2020-10-25,Paracetamol,497
2020-10-26,Paracetamol,495
2020-10-27,Paracetamol,468
2020-10-28,Paracetamol,530
2020-10-29,Paracetamol,511
2020-10-30,Paracetamol,549
2020-10-31,Paracetamol,548
2020-11-01,Paracetamol,498
2020-11-02,Paracetamol,544
2020-11-03,Paracetamol,518
2020-11-04,Paracetamol,521
2020-11-05,Paracetamol,496
2020-11-06,Paracetamol,495
2020-11-07,Paracetamol,458
2020-11-08,Paracetamol,514
2020-11-09,Paracetamol,519
2020-11-10,Paracetamol,476
2020-11-11,Paracetamol,465
2020-11-12,Paracetamol,454
2020-11-13,Paracetamol,522
2020-11-14,Paracetamol,465
2020-11-15,Paracetamol,510
2020-11-16,Paracetamol,545
2020-11-17,Paracetamol,483
2020-11-18,Paracetamol,470
2020-11-19,Paracetamol,484
2020-11-20,Paracetamol,516
2020-11-21,Paracetamol,543
2020-11-22,Paracetamol,489
2020-11-23,Paracetamol,496
2020-11-24,Paracetamol,456
2020-11-25,Paracetamol,521
2020-11-26,Paracetamol,487
2020-11-27,Paracetamol,453
2020-11-28,Paracetamol,484
2020-11-29,Paracetamol,495
2020-11-30,Paracetamol,465
2020-12-01,Paracetamol,452
2020-12-02,Paracetamol,469
2020-12-03,Paracetamol,508
2020-12-04,Paracetamol,455
2020-12-05,Paracetamol,510
2020-12-06,Paracetamol,459
2020-12-07,Paracetamol,521
2020-12-08,Paracetamol,455
2020-12-09,Paracetamol,513
2020-12-10,Paracetamol,478
2020-12-11,Paracetamol,492
2020-12-12,Paracetamol,477
2020-12-13,Paracetamol,507
2020-12-14,Paracetamol,460
2020-12-15,Paracetamol,517
2020-12-16,Paracetamol,543
2020-12-17,Paracetamol,491
2020-12-18,Paracetamol,488
2020-12-19,Paracetamol,532
2020-12-20,Paracetamol,478
2020-12-21,Paracetamol,459
2020-12-22,Paracetamol,517
2020-12-23,Paracetamol,539
2020-12-24,Paracetamol,536
2020-12-25,Paracetamol,524
2020-12-26,Paracetamol,479
2020-12-27,Paracetamol,525
2020-12-28,Paracetamol,540
2020-12-29,Paracetamol,460
2020-12-30,Paracetamol,507
2020-12-31,Paracetamol,529
2021-01-01,Paracetamol,526
2021-01-02,Paracetamol,523
2021-01-03,Paracetamol,541
2021-01-04,Paracetamol,479
2021-01-05,Paracetamol,505
2021-01-06,Paracetamol,480
2021-01-07,Paracetamol,508
2021-01-08,Paracetamol,486
2021-01-09,Paracetamol,509
2021-01-10,Paracetamol,521
2021-01-11,Paracetamol,463
2021-01-12,Paracetamol,483
2021-01-13,Paracetamol,543
2021-01-14,Paracetamol,537
2021-01-15,Paracetamol,502
2021-01-16,Paracetamol,458
2021-01-17,Paracetamol,505
2021-01-18,Paracetamol,509
2021-01-19,Paracetamol,459
2021-01-20,Paracetamol,536
2021-01-21,Paracetamol,530
2021-01-22,Paracetamol,525
2021-01-23,Paracetamol,511
2021-01-24,Paracetamol,513
2021-01-25,Paracetamol,499
2021-01-26,Paracetamol,457
2021-01-27,Paracetamol,500
2021-01-28,Paracetamol,518
2021-01-29,Paracetamol,465
2021-01-30,Paracetamol,464
2021-01-31,Paracetamol,450
2021-02-01,Paracetamol,490
2021-02-02,Paracetamol,491
2021-02-03,Paracetamol,482
2021-02-04,Paracetamol,541
2021-02-05,Paracetamol,498
2021-02-06,Paracetamol,472
2021-02-07,Paracetamol,511
2021-02-08,Paracetamol,467
2021-02-09,Paracetamol,478
2021-02-10,Paracetamol,453
2021-02-11,Paracetamol,522
2021-02-12,Paracetamol,522
2021-02-13,Paracetamol,500
2021-02-14,Paracetamol,467
2021-02-15,Paracetamol,536
2021-02-16,Paracetamol,483
2021-02-17,Paracetamol,456
2021-02-18,Paracetamol,523
2021-02-19,Paracetamol,506
2021-02-20,Paracetamol,488
2021-02-21,Paracetamol,541
2021-02-22,Paracetamol,513
2021-02-23,Paracetamol,537
2021-02-24,Paracetamol,540
2021-02-25,Paracetamol,462
2021-02-26,Paracetamol,453
2021-02-27,Paracetamol,539
2021-02-28,Paracetamol,500
2021-03-01,Paracetamol,464
2021-03-02,Paracetamol,511
2021-03-03,Paracetamol,464
2021-03-04,Paracetamol,543
2021-03-05,Paracetamol,504
2021-03-06,Paracetamol,450
2021-03-07,Paracetamol,528
2021-03-08,Paracetamol,468
2021-03-09,Paracetamol,506
2021-03-10,Paracetamol,481
2021-03-11,Paracetamol,466
2021-03-12,Paracetamol,541
2021-03-13,Paracetamol,470
2021-03-14,Paracetamol,522
2021-03-15,Paracetamol,517
2021-03-16,Paracetamol,527
2021-03-17,Paracetamol,532
2021-03-18,Paracetamol,544
2021-03-19,Paracetamol,483
2021-03-20,Paracetamol,509
2021-03-21,Paracetamol,515
2021-03-22,Paracetamol,483
2021-03-23,Paracetamol,549
2021-03-24,Paracetamol,506
2021-03-25,Paracetamol,457
2021-03-26,Paracetamol,484
2021-03-27,Paracetamol,509
2021-03-28,Paracetamol,514
2021-03-29,Paracetamol,513
2021-03-30,Paracetamol,469
2021-03-31,Paracetamol,530
2021-04-01,Paracetamol,532
2021-04-02,Paracetamol,451
2021-04-03,Paracetamol,468
2021-04-04,Paracetamol,450
2021-04-05,Paracetamol,460
2021-04-06,Paracetamol,496
2021-04-07,Paracetamol,488
2021-04-08,Paracetamol,458
2021-04-09,Paracetamol,538
2021-04-10,Paracetamol,534
2021-04-11,Paracetamol,462
2021-04-12,Paracetamol,488
2021-04-13,Paracetamol,471
2021-04-14,Paracetamol,508
2021-04-15,Paracetamol,460
2021-04-16,Paracetamol,465
2021-04-17,Paracetamol,534
2021-04-18,Paracetamol,461
2021-04-19,Paracetamol,544
2021-04-20,Paracetamol,470
2021-04-21,Paracetamol,507
2021-04-22,Paracetamol,479
2021-04-23,Paracetamol,489
2021-04-24,Paracetamol,470
2021-04-25,Paracetamol,471
2021-04-26,Paracetamol,457
2021-04-27,Paracetamol,482
2021-04-28,Paracetamol,529
2021-04-29,Paracetamol,525
2021-04-30,Paracetamol,473
2021-05-01,Paracetamol,505
2021-05-02,Paracetamol,518
2021-05-03,Paracetamol,500
2021-05-04,Paracetamol,482
2021-05-05,Paracetamol,545
2021-05-06,Paracetamol,519
2021-05-07,Paracetamol,466
2021-05-08,Paracetamol,530
2021-05-09,Paracetamol,515
2021-05-10,Paracetamol,466
2021-05-11,Paracetamol,525
2021-05-12,Paracetamol,465
2021-05-13,Paracetamol,507
2021-05-14,Paracetamol,522
2021-05-15,Paracetamol,469
2021-05-16,Paracetamol,506
2021-05-17,Paracetamol,527
2021-05-18,Paracetamol,450
2021-05-19,Paracetamol,478
2021-05-20,Paracetamol,521
2021-05-21,Paracetamol,549
2021-05-22,Paracetamol,547
2021-05-23,Paracetamol,548
2021-05-24,Paracetamol,524
2021-05-25,Paracetamol,480
2021-05-26,Paracetamol,505
2021-05-27,Paracetamol,528
2021-05-28,Paracetamol,482
2021-05-29,Paracetamol,455
2021-05-30,Paracetamol,488
2021-05-31,Paracetamol,546
2021-06-01,Paracetamol,539
2021-06-02,Paracetamol,502
2021-06-03,Paracetamol,483
2021-06-04,Paracetamol,461
2021-06-05,Paracetamol,481
2021-06-06,Paracetamol,461
2021-06-07,Paracetamol,486
2021-06-08,Paracetamol,477
2021-06-09,Paracetamol,463
2021-06-10,Paracetamol,529
2021-06-11,Paracetamol,516
2021-06-12,Paracetamol,504
2021-06-13,Paracetamol,505
2021-06-14,Paracetamol,541
2021-06-15,Paracetamol,454
2021-06-16,Paracetamol,462
2021-06-17,Paracetamol,454
2021-06-18,Paracetamol,481
2021-06-19,Paracetamol,544
2021-06-20,Paracetamol,458
2021-06-21,Paracetamol,531
2021-06-22,Paracetamol,535
2021-06-23,Paracetamol,486
2021-06-24,Paracetamol,506
2021-06-25,Paracetamol,477
2021-06-26,Paracetamol,521
2021-06-27,Paracetamol,462
2021-06-28,Paracetamol,472
2021-06-29,Paracetamol,525
2021-06-30,Paracetamol,504
2021-07-01,Paracetamol,464
2021-07-02,Paracetamol,537
2021-07-03,Paracetamol,507
2021-07-04,Paracetamol,478
2021-07-05,Paracetamol,470
2021-07-06,Paracetamol,502
2021-07-07,Paracetamol,505
2021-07-08,Paracetamol,461
2021-07-09,Paracetamol,522
2021-07-10,Paracetamol,460
2021-07-11,Paracetamol,549
2021-07-12,Paracetamol,451
2021-07-13,Paracetamol,464
2021-07-14,Paracetamol,490
2021-07-15,Paracetamol,547
2021-07-16,Paracetamol,488
2021-07-17,Paracetamol,502
2021-07-18,Paracetamol,507
2021-07-19,Paracetamol,511
2021-07-20,Paracetamol,523
2021-07-21,Paracetamol,480
2021-07-22,Paracetamol,499
2021-07-23,Paracetamol,467
2021-07-24,Paracetamol,521
2021-07-25,Paracetamol,531
2021-07-26,Paracetamol,525
2021-07-27,Paracetamol,515
2021-07-28,Paracetamol,543
2021-07-29,Paracetamol,454
2021-07-30,Paracetamol,501
2021-07-31,Paracetamol,527
2021-08-01,Paracetamol,494
2021-08-02,Paracetamol,458
2021-08-03,Paracetamol,536
2021-08-04,Paracetamol,527
2021-08-05,Paracetamol,498
2021-08-06,Paracetamol,492
2021-08-07,Paracetamol,458
2021-08-08,Paracetamol,504
2021-08-09,Paracetamol,521
2021-08-10,Paracetamol,455
2021-08-11,Paracetamol,476
2021-08-12,Paracetamol,535
2021-08-13,Paracetamol,485
2021-08-14,Paracetamol,493
2021-08-15,Paracetamol,540
2021-08-16,Paracetamol,474
2021-08-17,Paracetamol,548
2021-08-18,Paracetamol,531
2021-08-19,Paracetamol,549
2021-08-20,Paracetamol,516
2021-08-21,Paracetamol,476
2021-08-22,Paracetamol,502
2021-08-23,Paracetamol,483
2021-08-24,Paracetamol,509
2021-08-25,Paracetamol,480
2021-08-26,Paracetamol,494
2021-08-27,Paracetamol,477
2021-08-28,Paracetamol,458
2021-08-29,Paracetamol,487
2021-08-30,Paracetamol,460
2021-08-31,Paracetamol,488
2021-09-01,Paracetamol,526
2021-09-02,Paracetamol,526
2021-09-03,Paracetamol,463
2021-09-04,Paracetamol,524
2021-09-05,Paracetamol,539
2021-09-06,Paracetamol,527
2021-09-07,Paracetamol,532
2021-09-08,Paracetamol,528
2021-09-09,Paracetamol,500
2021-09-10,Paracetamol,537
2021-09-11,Paracetamol,487
2021-09-12,Paracetamol,470
2021-09-13,Paracetamol,473
2021-09-14,Paracetamol,516
2021-09-15,Paracetamol,477
2021-09-16,Paracetamol,499
2021-09-17,Paracetamol,508
2021-09-18,Paracetamol,482
2021-09-19,Paracetamol,460
2021-09-20,Paracetamol,523
2021-09-21,Paracetamol,547
2021-09-22,Paracetamol,470
2021-09-23,Paracetamol,469
2021-09-24,Paracetamol,521
2021-09-25,Paracetamol,545
2021-09-26,Paracetamol,455
2021-09-27,Paracetamol,535
2021-09-28,Paracetamol,495
2021-09-29,Paracetamol,457
2021-09-30,Paracetamol,525
2021-10-01,Paracetamol,453
2021-10-02,Paracetamol,541
2021-10-03,Paracetamol,468
2021-10-04,Paracetamol,516
2021-10-05,Paracetamol,465
2021-10-06,Paracetamol,466
2021-10-07,Paracetamol,542
2021-10-08,Paracetamol,505
2021-10-09,Paracetamol,508
2021-10-10,Paracetamol,527
2021-10-11,Paracetamol,509
2021-10-12,Paracetamol,500
2021-10-13,Paracetamol,460
2021-10-14,Paracetamol,461
2021-10-15,Paracetamol,507
2021-10-16,Paracetamol,476
2021-10-17,Paracetamol,497
2021-10-18,Paracetamol,536
2021-10-19,Paracetamol,453
2021-10-20,Paracetamol,451
2021-10-21,Paracetamol,517
2021-10-22,Paracetamol,494
2021-10-23,Paracetamol,511
2021-10-24,Paracetamol,490
2021-10-25,Paracetamol,516
2021-10-26,Paracetamol,500
2021-10-27,Paracetamol,525
2021-10-28,Paracetamol,464
2021-10-29,Paracetamol,466
2021-10-30,Paracetamol,475
2021-10-31,Paracetamol,452
2021-11-01,Paracetamol,465
2021-11-02,Paracetamol,525
2021-11-03,Paracetamol,477
2021-11-04,Paracetamol,519
2021-11-05,Paracetamol,460
2021-11-06,Paracetamol,475
2021-11-07,Paracetamol,472
2021-11-08,Paracetamol,535
2021-11-09,Paracetamol,534
2021-11-10,Paracetamol,472
2021-11-11,Paracetamol,491
2021-11-12,Paracetamol,504
2021-11-13,Paracetamol,511
2021-11-14,Paracetamol,474
2021-11-15,Paracetamol,514
2021-11-16,Paracetamol,471
2021-11-17,Paracetamol,535
2021-11-18,Paracetamol,539
2021-11-19,Paracetamol,509
2021-11-20,Paracetamol,545
2021-11-21,Paracetamol,501
2021-11-22,Paracetamol,472
2021-11-23,Paracetamol,495
2021-11-24,Paracetamol,521
2021-11-25,Paracetamol,535
2021-11-26,Paracetamol,521
2021-11-27,Paracetamol,547
2021-11-28,Paracetamol,483
2021-11-29,Paracetamol,497
2021-11-30,Paracetamol,519
2021-12-01,Paracetamol,476
2021-12-02,Paracetamol,479
2021-12-03,Paracetamol,522
2021-12-04,Paracetamol,509
2021-12-05,Paracetamol,490
2021-12-06,Paracetamol,507
2021-12-07,Paracetamol,454
2021-12-08,Paracetamol,498
2021-12-09,Paracetamol,478
2021-12-10,Paracetamol,518
2021-12-11,Paracetamol,510
2021-12-12,Paracetamol,463
2021-12-13,Paracetamol,544
2021-12-14,Paracetamol,510
2021-12-15,Paracetamol,548
2021-12-16,Paracetamol,527
2021-12-17,Paracetamol,522
2021-12-18,Paracetamol,510
2021-12-19,Paracetamol,469
2021-12-20,Paracetamol,504
2021-12-21,Paracetamol,475
2021-12-22,Paracetamol,521
2021-12-23,Paracetamol,539
2021-12-24,Paracetamol,471
2021-12-25,Paracetamol,531
2021-12-26,Paracetamol,481
2021-12-27,Paracetamol,516
2021-12-28,Paracetamol,549
2021-12-29,Paracetamol,501
2021-12-30,Paracetamol,511
2021-12-31,Paracetamol,488
2022-01-01,Paracetamol,474
2022-01-02,Paracetamol,485
2022-01-03,Paracetamol,495
2022-01-04,Paracetamol,454
2022-01-05,Paracetamol,495
2022-01-06,Paracetamol,468
2022-01-07,Paracetamol,511
2022-01-08,Paracetamol,492
2022-01-09,Paracetamol,452
2022-01-10,Paracetamol,475
2022-01-11,Paracetamol,512
2022-01-12,Paracetamol,479
2022-01-13,Paracetamol,499
2022-01-14,Paracetamol,471
2022-01-15,Paracetamol,479
2022-01-16,Paracetamol,533
2022-01-17,Paracetamol,509
2022-01-18,Paracetamol,516
2022-01-19,Paracetamol,507
2022-01-20,Paracetamol,538
2022-01-21,Paracetamol,482
2022-01-22,Paracetamol,519
2022-01-23,Paracetamol,456
2022-01-24,Paracetamol,484
2022-01-25,Paracetamol,525
2022-01-26,Paracetamol,472
2022-01-27,Paracetamol,509
2022-01-28,Paracetamol,456
2022-01-29,Paracetamol,488
2022-01-30,Paracetamol,542
2022-01-31,Paracetamol,545
2022-02-01,Paracetamol,454
2022-02-02,Paracetamol,491
2022-02-03,Paracetamol,516
2022-02-04,Paracetamol,490
2022-02-05,Paracetamol,465
2022-02-06,Paracetamol,498
2022-02-07,Paracetamol,484
2022-02-08,Paracetamol,520
2022-02-09,Paracetamol,508
2022-02-10,Paracetamol,483
2022-02-11,Paracetamol,463
2022-02-12,Paracetamol,536
2022-02-13,Paracetamol,522
2022-02-14,Paracetamol,452
2022-02-15,Paracetamol,519
2022-02-16,Paracetamol,474
2022-02-17,Paracetamol,518
2022-02-18,Paracetamol,530
2022-02-19,Paracetamol,506
2022-02-20,Paracetamol,527
2022-02-21,Paracetamol,504
2022-02-22,Paracetamol,539
2022-02-23,Paracetamol,468
2022-02-24,Paracetamol,534
2022-02-25,Paracetamol,541
2022-02-26,Paracetamol,534
2022-02-27,Paracetamol,455
2022-02-28,Paracetamol,492
2022-03-01,Paracetamol,478
2022-03-02,Paracetamol,474
2022-03-03,Paracetamol,518
2022-03-04,Paracetamol,502
2022-03-05,Paracetamol,464
2022-03-06,Paracetamol,505
2022-03-07,Paracetamol,510
2022-03-08,Paracetamol,500
2022-03-09,Paracetamol,506
2022-03-10,Paracetamol,470
2022-03-11,Paracetamol,535
2022-03-12,Paracetamol,463
2022-03-13,Paracetamol,501
2022-03-14,Paracetamol,477
2022-03-15,Paracetamol,486
2022-03-16,Paracetamol,476
2022-03-17,Paracetamol,460
2022-03-18,Paracetamol,471
2022-03-19,Paracetamol,450
2022-03-20,Paracetamol,453
2022-03-21,Paracetamol,531
2022-03-22,Paracetamol,485
2022-03-23,Paracetamol,511
2022-03-24,Paracetamol,504
2022-03-25,Paracetamol,485
2022-03-26,Paracetamol,524
2022-03-27,Paracetamol,545
2022-03-28,Paracetamol,479
2022-03-29,Paracetamol,486
2022-03-30,Paracetamol,481
2022-03-31,Paracetamol,490
2022-04-01,Paracetamol,496
2022-04-02,Paracetamol,451
2022-04-03,Paracetamol,471
2022-04-04,Paracetamol,497
2022-04-05,Paracetamol,530
2022-04-06,Paracetamol,488
2022-04-07,Paracetamol,478
2022-04-08,Paracetamol,510
2022-04-09,Paracetamol,450
2022-04-10,Paracetamol,490
2022-04-11,Paracetamol,458
2022-04-12,Paracetamol,507
2022-04-13,Paracetamol,525
2022-04-14,Paracetamol,511
2022-04-15,Paracetamol,460
2022-04-16,Paracetamol,460
2022-04-17,Paracetamol,520
2022-04-18,Paracetamol,483
2022-04-19,Paracetamol,540
2022-04-20,Paracetamol,526
2022-04-21,Paracetamol,487
2022-04-22,Paracetamol,498
2022-04-23,Paracetamol,461
2022-04-24,Paracetamol,482
2022-04-25,Paracetamol,521
2022-04-26,Paracetamol,474
2022-04-27,Paracetamol,510
2022-04-28,Paracetamol,543
2022-04-29,Paracetamol,480
2022-04-30,Paracetamol,469
2022-05-01,Paracetamol,519
2022-05-02,Paracetamol,467
2022-05-03,Paracetamol,464
2022-05-04,Paracetamol,536
2022-05-05,Paracetamol,493
2022-05-06,Paracetamol,494
2022-05-07,Paracetamol,491
2022-05-08,Paracetamol,486
2022-05-09,Paracetamol,488
2022-05-10,Paracetamol,544
2022-05-11,Paracetamol,500
2022-05-12,Paracetamol,534
2022-05-13,Paracetamol,511
2022-05-14,Paracetamol,545
2022-05-15,Paracetamol,535
2022-05-16,Paracetamol,494
2022-05-17,Paracetamol,527
2022-05-18,Paracetamol,496
2022-05-19,Paracetamol,508
2022-05-20,Paracetamol,486
2022-05-21,Paracetamol,515
2022-05-22,Paracetamol,517
