Date,Product,Dispensation
2020-09-30,Zinnat,343
2020-10-01,Zinnat,343
2020-10-02,Zinnat,394
2020-10-03,Zinnat,344
2020-10-04,Zinnat,344
2020-10-05,Zinnat,344
2020-10-06,Zinnat,344
2020-10-07,Zinnat,344
2020-10-08,Zinnat,344
2020-10-09,Zinnat,444
2020-10-10,Zinnat,344
2020-10-11,Zinnat,345
2020-10-12,Zinnat,345
2020-10-13,Zinnat,345
2020-10-14,Zinnat,345
2020-10-15,Zinnat,345
2020-10-16,Zinnat,345
2020-10-17,Zinnat,345
2020-10-18,Zinnat,345
2020-10-19,Zinnat,345
2020-10-20,Zinnat,446
2020-10-21,Zinnat,346
2020-10-22,Zinnat,346
2020-10-23,Zinnat,346
2020-10-24,Zinnat,346
2020-10-25,Zinnat,346
2020-10-26,Zinnat,346
2020-10-27,Zinnat,346
2020-10-28,Zinnat,346
2020-10-29,Zinnat,346
2020-10-30,Zinnat,347
2020-10-31,Zinnat,447
2020-11-01,Zinnat,397
2020-11-02,Zinnat,347
2020-11-03,Zinnat,347
2020-11-04,Zinnat,347
2020-11-05,Zinnat,347
2020-11-06,Zinnat,347
2020-11-07,Zinnat,347
2020-11-08,Zinnat,347
2020-11-09,Zinnat,347
2020-11-10,Zinnat,348
2020-11-11,Zinnat,348
2020-11-12,Zinnat,348
2020-11-13,Zinnat,348
2020-11-14,Zinnat,348
2020-11-15,Zinnat,348
2020-11-16,Zinnat,348
2020-11-17,Zinnat,348
2020-11-18,Zinnat,348
2020-11-19,Zinnat,348
2020-11-20,Zinnat,348
2020-11-21,Zinnat,349
2020-11-22,Zinnat,349
2020-11-23,Zinnat,349
2020-11-24,Zinnat,349
2020-11-25,Zinnat,349
2020-11-26,Zinnat,349
2020-11-27,Zinnat,349
2020-11-28,Zinnat,349
2020-11-29,Zinnat,449
2020-11-30,Zinnat,349
2020-12-01,Zinnat,449
2020-12-02,Zinnat,349
2020-12-03,Zinnat,450
2020-12-04,Zinnat,350
2020-12-05,Zinnat,400
2020-12-06,Zinnat,350
2020-12-07,Zinnat,350
2020-12-08,Zinnat,350
2020-12-09,Zinnat,350
2020-12-10,Zinnat,350
2020-12-11,Zinnat,350
2020-12-12,Zinnat,350
2020-12-13,Zinnat,350
2020-12-14,Zinnat,350
2020-12-15,Zinnat,350
2020-12-16,Zinnat,351
2020-12-17,Zinnat,351
2020-12-18,Zinnat,351
2020-12-19,Zinnat,351
2020-12-20,Zinnat,351
2020-12-21,Zinnat,351
2020-12-22,Zinnat,351
2020-12-23,Zinnat,351
2020-12-24,Zinnat,351
2020-12-25,Zinnat,351
2020-12-26,Zinnat,401
2020-12-27,Zinnat,351
2020-12-28,Zinnat,351
2020-12-29,Zinnat,351
2020-12-30,Zinnat,351
2020-12-31,Zinnat,352
2021-01-01,Zinnat,352
2021-01-02,Zinnat,352
2021-01-03,Zinnat,352
2021-01-04,Zinnat,352
2021-01-05,Zinnat,352
2021-01-06,Zinnat,352
2021-01-07,Zinnat,352
2021-01-08,Zinnat,352
2021-01-09,Zinnat,352
2021-01-10,Zinnat,352
2021-01-11,Zinnat,452
2021-01-12,Zinnat,352
2021-01-13,Zinnat,352
2021-01-14,Zinnat,352
2021-01-15,Zinnat,352
2021-01-16,Zinnat,353
2021-01-17,Zinnat,353
2021-01-18,Zinnat,353
2021-01-19,Zinnat,353
2021-01-20,Zinnat,353
2021-01-21,Zinnat,353
2021-01-22,Zinnat,353
2021-01-23,Zinnat,353
2021-01-24,Zinnat,353
2021-01-25,Zinnat,353
2021-01-26,Zinnat,353
2021-01-27,Zinnat,353
2021-01-28,Zinnat,403
2021-01-29,Zinnat,353
2021-01-30,Zinnat,353
2021-01-31,Zinnat,353
2021-02-01,Zinnat,353
2021-02-02,Zinnat,353
2021-02-03,Zinnat,353
2021-02-04,Zinnat,353
2021-02-05,Zinnat,353
2021-02-06,Zinnat,354
2021-02-07,Zinnat,354
2021-02-08,Zinnat,354
2021-02-09,Zinnat,354
2021-02-10,Zinnat,354
2021-02-11,Zinnat,354
2021-02-12,Zinnat,354
2021-02-13,Zinnat,354
2021-02-14,Zinnat,354
2021-02-15,Zinnat,354
2021-02-16,Zinnat,354
2021-02-17,Zinnat,354
2021-02-18,Zinnat,354
2021-02-19,Zinnat,354
2021-02-20,Zinnat,354
2021-02-21,Zinnat,354
2021-02-22,Zinnat,354
2021-02-23,Zinnat,354
2021-02-24,Zinnat,354
2021-02-25,Zinnat,354
2021-02-26,Zinnat,354
2021-02-27,Zinnat,354
2021-02-28,Zinnat,354
2021-03-01,Zinnat,354
2021-03-02,Zinnat,354
2021-03-03,Zinnat,354
2021-03-04,Zinnat,404
2021-03-05,Zinnat,354
2021-03-06,Zinnat,355
2021-03-07,Zinnat,355
2021-03-08,Zinnat,355
2021-03-09,Zinnat,355
2021-03-10,Zinnat,355
2021-03-11,Zinnat,355
2021-03-12,Zinnat,355
2021-03-13,Zinnat,355
2021-03-14,Zinnat,355
2021-03-15,Zinnat,355
2021-03-16,Zinnat,355
2021-03-17,Zinnat,355
2021-03-18,Zinnat,355
2021-03-19,Zinnat,355
2021-03-20,Zinnat,455
2021-03-21,Zinnat,355
2021-03-22,Zinnat,355
2021-03-23,Zinnat,405
2021-03-24,Zinnat,355
2021-03-25,Zinnat,355
2021-03-26,Zinnat,355
2021-03-27,Zinnat,355
2021-03-28,Zinnat,355
2021-03-29,Zinnat,355
2021-03-30,Zinnat,355
2021-03-31,Zinnat,355
2021-04-01,Zinnat,355
2021-04-02,Zinnat,355
2021-04-03,Zinnat,355
2021-04-04,Zinnat,355
2021-04-05,Zinnat,355
2021-04-06,Zinnat,355
2021-04-07,Zinnat,355
2021-04-08,Zinnat,355
2021-04-09,Zinnat,355
2021-04-10,Zinnat,355
2021-04-11,Zinnat,355
2021-04-12,Zinnat,355
2021-04-13,Zinnat,355
2021-04-14,Zinnat,355
2021-04-15,Zinnat,355
2021-04-16,Zinnat,355
2021-04-17,Zinnat,455
2021-04-18,Zinnat,355
2021-04-19,Zinnat,355
2021-04-20,Zinnat,355
2021-04-21,Zinnat,355
2021-04-22,Zinnat,355
2021-04-23,Zinnat,355
2021-04-24,Zinnat,355
2021-04-25,Zinnat,355
2021-04-26,Zinnat,405
2021-04-27,Zinnat,355
2021-04-28,Zinnat,355
2021-04-29,Zinnat,355
2021-04-30,Zinnat,455
2021-05-01,Zinnat,355
2021-05-02,Zinnat,455
2021-05-03,Zinnat,355
2021-05-04,Zinnat,355
2021-05-05,Zinnat,355
2021-05-06,Zinnat,355
2021-05-07,Zinnat,355
2021-05-08,Zinnat,355
2021-05-09,Zinnat,355
2021-05-10,Zinnat,355
2021-05-11,Zinnat,355
2021-05-12,Zinnat,355
2021-05-13,Zinnat,355
2021-05-14,Zinnat,455
2021-05-15,Zinnat,355
2021-05-16,Zinnat,405
2021-05-17,Zinnat,355
2021-05-18,Zinnat,355
2021-05-19,Zinnat,355
2021-05-20,Zinnat,355
2021-05-21,Zinnat,455
2021-05-22,Zinnat,355
2021-05-23,Zinnat,355
2021-05-24,Zinnat,355
2021-05-25,Zinnat,355
2021-05-26,Zinnat,355
2021-05-27,Zinnat,355
2021-05-28,Zinnat,355
2021-05-29,Zinnat,355
2021-05-30,Zinnat,455
2021-05-31,Zinnat,455
2021-06-01,Zinnat,355
2021-06-02,Zinnat,355
2021-06-03,Zinnat,355
2021-06-04,Zinnat,354
2021-06-05,Zinnat,354
2021-06-06,Zinnat,404
2021-06-07,Zinnat,354
2021-06-08,Zinnat,354
2021-06-09,Zinnat,354
2021-06-10,Zinnat,354
2021-06-11,Zinnat,354
2021-06-12,Zinnat,354
2021-06-13,Zinnat,354
2021-06-14,Zinnat,354
2021-06-15,Zinnat,404
2021-06-16,Zinnat,354
2021-06-17,Zinnat,354
2021-06-18,Zinnat,354
2021-06-19,Zinnat,354
2021-06-20,Zinnat,354
2021-06-21,Zinnat,354
2021-06-22,Zinnat,354
2021-06-23,Zinnat,354
2021-06-24,Zinnat,354
2021-06-25,Zinnat,354
2021-06-26,Zinnat,404
2021-06-27,Zinnat,354
2021-06-28,Zinnat,354
2021-06-29,Zinnat,354
2021-06-30,Zinnat,354
2021-07-01,Zinnat,354
2021-07-02,Zinnat,354
2021-07-03,Zinnat,453
2021-07-04,Zinnat,353
2021-07-05,Zinnat,353
2021-07-06,Zinnat,353
2021-07-07,Zinnat,353
2021-07-08,Zinnat,353
2021-07-09,Zinnat,353
2021-07-10,Zinnat,353
2021-07-11,Zinnat,353
2021-07-12,Zinnat,353
2021-07-13,Zinnat,353
2021-07-14,Zinnat,353
2021-07-15,Zinnat,353
2021-07-16,Zinnat,353
2021-07-17,Zinnat,353
2021-07-18,Zinnat,353
2021-07-19,Zinnat,353
2021-07-20,Zinnat,353
2021-07-21,Zinnat,353
2021-07-22,Zinnat,353
2021-07-23,Zinnat,353
2021-07-24,Zinnat,402
2021-07-25,Zinnat,352
2021-07-26,Zinnat,352
2021-07-27,Zinnat,352
2021-07-28,Zinnat,352
2021-07-29,Zinnat,352
2021-07-30,Zinnat,352
2021-07-31,Zinnat,452
2021-08-01,Zinnat,352
2021-08-02,Zinnat,352
2021-08-03,Zinnat,352
2021-08-04,Zinnat,352
2021-08-05,Zinnat,352
2021-08-06,Zinnat,352
2021-08-07,Zinnat,352
2021-08-08,Zinnat,352
2021-08-09,Zinnat,352
2021-08-10,Zinnat,351
2021-08-11,Zinnat,401
2021-08-12,Zinnat,351
2021-08-13,Zinnat,351
2021-08-14,Zinnat,351
2021-08-15,Zinnat,351
2021-08-16,Zinnat,351
2021-08-17,Zinnat,351
2021-08-18,Zinnat,351
2021-08-19,Zinnat,351
2021-08-20,Zinnat,351
2021-08-21,Zinnat,351
2021-08-22,Zinnat,351
2021-08-23,Zinnat,351
2021-08-24,Zinnat,351
2021-08-25,Zinnat,350
2021-08-26,Zinnat,350
2021-08-27,Zinnat,350
2021-08-28,Zinnat,350
2021-08-29,Zinnat,350
2021-08-30,Zinnat,350
2021-08-31,Zinnat,350
2021-09-01,Zinnat,450
2021-09-02,Zinnat,350
2021-09-03,Zinnat,350
2021-09-04,Zinnat,350
2021-09-05,Zinnat,350
2021-09-06,Zinnat,350
2021-09-07,Zinnat,399
2021-09-08,Zinnat,349
2021-09-09,Zinnat,349
2021-09-10,Zinnat,349
2021-09-11,Zinnat,349
2021-09-12,Zinnat,349
2021-09-13,Zinnat,349
2021-09-14,Zinnat,349
2021-09-15,Zinnat,399
2021-09-16,Zinnat,349
2021-09-17,Zinnat,349
2021-09-18,Zinnat,349
2021-09-19,Zinnat,348
2021-09-20,Zinnat,348
2021-09-21,Zinnat,348
2021-09-22,Zinnat,348
2021-09-23,Zinnat,348
2021-09-24,Zinnat,348
2021-09-25,Zinnat,348
2021-09-26,Zinnat,348
2021-09-27,Zinnat,398
2021-09-28,Zinnat,348
2021-09-29,Zinnat,348
2021-09-30,Zinnat,348
2021-10-01,Zinnat,347
2021-10-02,Zinnat,347
2021-10-03,Zinnat,347
2021-10-04,Zinnat,347
2021-10-05,Zinnat,347
2021-10-06,Zinnat,347
2021-10-07,Zinnat,347
2021-10-08,Zinnat,397
2021-10-09,Zinnat,447
2021-10-10,Zinnat,447
2021-10-11,Zinnat,347
2021-10-12,Zinnat,346
2021-10-13,Zinnat,346
2021-10-14,Zinnat,346
2021-10-15,Zinnat,346
2021-10-16,Zinnat,346
2021-10-17,Zinnat,346
2021-10-18,Zinnat,346
2021-10-19,Zinnat,346
2021-10-20,Zinnat,346
2021-10-21,Zinnat,346
2021-10-22,Zinnat,345
2021-10-23,Zinnat,345
2021-10-24,Zinnat,345
2021-10-25,Zinnat,345
2021-10-26,Zinnat,345
2021-10-27,Zinnat,345
2021-10-28,Zinnat,345
2021-10-29,Zinnat,345
2021-10-30,Zinnat,345
2021-10-31,Zinnat,345
2021-11-01,Zinnat,344
2021-11-02,Zinnat,344
2021-11-03,Zinnat,344
2021-11-04,Zinnat,394
2021-11-05,Zinnat,344
2021-11-06,Zinnat,344
2021-11-07,Zinnat,344
2021-11-08,Zinnat,344
2021-11-09,Zinnat,344
2021-11-10,Zinnat,343
2021-11-11,Zinnat,343
2021-11-12,Zinnat,343
2021-11-13,Zinnat,343
2021-11-14,Zinnat,343
2021-11-15,Zinnat,343
2021-11-16,Zinnat,343
2021-11-17,Zinnat,343
2021-11-18,Zinnat,343
2021-11-19,Zinnat,342
2021-11-20,Zinnat,342
2021-11-21,Zinnat,342
2021-11-22,Zinnat,342
2021-11-23,Zinnat,442
2021-11-24,Zinnat,342
2021-11-25,Zinnat,342
2021-11-26,Zinnat,342
2021-11-27,Zinnat,342
2021-11-28,Zinnat,341
2021-11-29,Zinnat,341
2021-11-30,Zinnat,341
2021-12-01,Zinnat,341
2021-12-02,Zinnat,341
2021-12-03,Zinnat,341
2021-12-04,Zinnat,341
2021-12-05,Zinnat,341
2021-12-06,Zinnat,340
2021-12-07,Zinnat,340
2021-12-08,Zinnat,340
2021-12-09,Zinnat,340
2021-12-10,Zinnat,340
2021-12-11,Zinnat,340
2021-12-12,Zinnat,340
2021-12-13,Zinnat,340
2021-12-14,Zinnat,340
2021-12-15,Zinnat,339
2021-12-16,Zinnat,339
2021-12-17,Zinnat,339
2021-12-18,Zinnat,339
2021-12-19,Zinnat,339
2021-12-20,Zinnat,339
2021-12-21,Zinnat,339
2021-12-22,Zinnat,339
2021-12-23,Zinnat,338
2021-12-24,Zinnat,338
2021-12-25,Zinnat,338
2021-12-26,Zinnat,338
2021-12-27,Zinnat,338
2021-12-28,Zinnat,338
2021-12-29,Zinnat,338
2021-12-30,Zinnat,438
2021-12-31,Zinnat,387
2022-01-01,Zinnat,387
2022-01-02,Zinnat,337
2022-01-03,Zinnat,337
2022-01-04,Zinnat,337
2022-01-05,Zinnat,337
2022-01-06,Zinnat,337
2022-01-07,Zinnat,336
2022-01-08,Zinnat,336
2022-01-09,Zinnat,336
2022-01-10,Zinnat,336
2022-01-11,Zinnat,336
2022-01-12,Zinnat,336
2022-01-13,Zinnat,336
2022-01-14,Zinnat,336
2022-01-15,Zinnat,335
2022-01-16,Zinnat,335
2022-01-17,Zinnat,335
2022-01-18,Zinnat,335
2022-01-19,Zinnat,335
2022-01-20,Zinnat,335
2022-01-21,Zinnat,335
2022-01-22,Zinnat,334
2022-01-23,Zinnat,434
2022-01-24,Zinnat,334
2022-01-25,Zinnat,334
2022-01-26,Zinnat,334
2022-01-27,Zinnat,384
2022-01-28,Zinnat,334
2022-01-29,Zinnat,334
2022-01-30,Zinnat,333
2022-01-31,Zinnat,333
2022-02-01,Zinnat,333
2022-02-02,Zinnat,333
2022-02-03,Zinnat,333
2022-02-04,Zinnat,333
2022-02-05,Zinnat,333
2022-02-06,Zinnat,332
2022-02-07,Zinnat,332
2022-02-08,Zinnat,332
2022-02-09,Zinnat,332
2022-02-10,Zinnat,332
2022-02-11,Zinnat,332
2022-02-12,Zinnat,332
2022-02-13,Zinnat,331
2022-02-14,Zinnat,381
2022-02-15,Zinnat,331
2022-02-16,Zinnat,331
2022-02-17,Zinnat,331
2022-02-18,Zinnat,331
2022-02-19,Zinnat,331
2022-02-20,Zinnat,330
2022-02-21,Zinnat,330
2022-02-22,Zinnat,330
2022-02-23,Zinnat,330
2022-02-24,Zinnat,380
2022-02-25,Zinnat,330
2022-02-26,Zinnat,330
2022-02-27,Zinnat,329
2022-02-28,Zinnat,329
2022-03-01,Zinnat,329
2022-03-02,Zinnat,329
2022-03-03,Zinnat,329
2022-03-04,Zinnat,329
2022-03-05,Zinnat,329
2022-03-06,Zinnat,328
2022-03-07,Zinnat,328
2022-03-08,Zinnat,328
2022-03-09,Zinnat,328
2022-03-10,Zinnat,328
2022-03-11,Zinnat,328
2022-03-12,Zinnat,328
2022-03-13,Zinnat,327
2022-03-14,Zinnat,327
2022-03-15,Zinnat,327
2022-03-16,Zinnat,327
2022-03-17,Zinnat,427
2022-03-18,Zinnat,327
2022-03-19,Zinnat,326
2022-03-20,Zinnat,326
2022-03-21,Zinnat,376
2022-03-22,Zinnat,326
2022-03-23,Zinnat,326
2022-03-24,Zinnat,326
2022-03-25,Zinnat,426
2022-03-26,Zinnat,325
2022-03-27,Zinnat,325
2022-03-28,Zinnat,325
2022-03-29,Zinnat,325
2022-03-30,Zinnat,325
2022-03-31,Zinnat,325
2022-04-01,Zinnat,324
2022-04-02,Zinnat,324
2022-04-03,Zinnat,324
2022-04-04,Zinnat,324
2022-04-05,Zinnat,324
2022-04-06,Zinnat,324
2022-04-07,Zinnat,324
2022-04-08,Zinnat,323
2022-04-09,Zinnat,323
2022-04-10,Zinnat,323
2022-04-11,Zinnat,323
2022-04-12,Zinnat,323
2022-04-13,Zinnat,423
2022-04-14,Zinnat,372
2022-04-15,Zinnat,322
2022-04-16,Zinnat,322
2022-04-17,Zinnat,322
2022-04-18,Zinnat,322
2022-04-19,Zinnat,322
2022-04-20,Zinnat,322
2022-04-21,Zinnat,321
2022-04-22,Zinnat,321
2022-04-23,Zinnat,321
2022-04-24,Zinnat,321
2022-04-25,Zinnat,321
2022-04-26,Zinnat,321
2022-04-27,Zinnat,320
2022-04-28,Zinnat,320
2022-04-29,Zinnat,320
2022-04-30,Zinnat,320
2022-05-01,Zinnat,320
2022-05-02,Zinnat,320
2022-05-03,Zinnat,320
2022-05-04,Zinnat,319
2022-05-05,Zinnat,319
2022-05-06,Zinnat,319
2022-05-07,Zinnat,319
2022-05-08,Zinnat,319
2022-05-09,Zinnat,319
2022-05-10,Zinnat,318
2022-05-11,Zinnat,318
2022-05-12,Zinnat,318
2022-05-13,Zinnat,318
2022-05-14,Zinnat,418
2022-05-15,Zinnat,318
2022-05-16,Zinnat,317
2022-05-17,Zinnat,317
2022-05-18,Zinnat,317
2022-05-19,Zinnat,317
2022-05-20,Zinnat,417
2022-05-21,Zinnat,317
2022-05-22,Zinnat,317
2022-05-23,Zinnat,316
2022-05-24,Zinnat,316
2022-05-25,Zinnat,416
2022-05-26,Zinnat,316
2022-05-27,Zinnat,316
2022-05-28,Zinnat,366
2022-05-29,Zinnat,315
2022-05-30,Zinnat,415
2022-05-31,Zinnat,315
2022-06-01,Zinnat,315
2022-06-02,Zinnat,315
2022-06-03,Zinnat,315
2022-06-04,Zinnat,314
2022-06-05,Zinnat,314
2022-06-06,Zinnat,364
2022-06-07,Zinnat,314
2022-06-08,Zinnat,314
2022-06-09,Zinnat,314
2022-06-10,Zinnat,313
2022-06-11,Zinnat,313
2022-06-12,Zinnat,313
2022-06-13,Zinnat,313
2022-06-14,Zinnat,313
2022-06-15,Zinnat,413
2022-06-16,Zinnat,312
2022-06-17,Zinnat,312
2022-06-18,Zinnat,312
2022-06-19,Zinnat,312
2022-06-20,Zinnat,312
2022-06-21,Zinnat,312
2022-06-22,Zinnat,312
2022-06-23,Zinnat,311
2022-06-24,Zinnat,311
2022-06-25,Zinnat,311
2022-06-26,Zinnat,311
2022-06-27,Zinnat,311
2022-06-28,Zinnat,311
2022-06-29,Zinnat,410
2022-06-30,Zinnat,410
2022-07-01,Zinnat,310
2022-07-02,Zinnat,310
2022-07-03,Zinnat,310
2022-07-04,Zinnat,310
2022-07-05,Zinnat,359
2022-07-06,Zinnat,359
2022-07-07,Zinnat,309
2022-07-08,Zinnat,309
2022-07-09,Zinnat,309
2022-07-10,Zinnat,309
2022-07-11,Zinnat,308
2022-07-12,Zinnat,308
2022-07-13,Zinnat,358
2022-07-14,Zinnat,408
2022-07-15,Zinnat,308
2022-07-16,Zinnat,308
2022-07-17,Zinnat,308
2022-07-18,Zinnat,307
2022-07-19,Zinnat,307
